209004最年輕的女    2 999999901    190103182958184817000106207310 2 10000222010200021                                                                                                                                                                    0302980202969803040203010403019898980403030303989696990802580398989059996026599999999999999999999999999999999209999990204
209036最年輕的女   04 999999901    190103183055184222000103209052 1 30000076010502051                                                                                                                                                                    1202989503050203049802010304020404010302030304010307990801790602022049999990799999919999999999999999999999999999999990201
209050唯一合格女   04 999999901    190103183112185103000100109    2 30000180010201011                                                                                                                                                                    0002980202989802020198989898989898989898989898989898999898380102029059996026699999999999999999999999999999999999899990204
209051唯一合格男    2 999999901    190103183114184558000107252008   10000048010201012                                                                                                                                                                    0602010403050401040103010404029604210203030204010201029902410302021069999996599999999999999999999999999999999179999990101
209061唯一合格男   04 999999901    190103192643195925000100142    2 10000048010301012                                                                                                                                                                    0002970203050596029796960204989696110497030297939696990895310102029069994016599999999999999999999999999999999119999990104
209100最年輕的女    2 999999901    190103213605213631000100107    2 10000560010401041                                                                                                                                                                    1202020303040204040101020104020202010401010301930321029901840602026029999991799999999999999999999990199999999999999990201
209109最年長的女  049 999999901    190103211407212419000107252023 1 10000048010604011                                                                                                                                                                    0002980303050403030203010298020303980303040298989807990801500401029015019990899999999069999999999999999999999999999990201
209125最年輕的女    2 999999901    190103210915211955000100066    2 10000930010501051                                                                                                                                                                    0002980403050401020101010304020404010204010404010301029902750602026019999996599999999999999999999999999999999059999990201
209150唯一合格女   05 999999901    190103211317212722000100140    1 30000072010504011                                                                                                                                                                    0002970302050503040303020202020404010404030401930196990801580302021069999991099999999999995999999999999999999999999990204
209155最年輕的女   04 999999901    190103183521190714000100107    2 10000560010301031                                                                                                                                                                    1202020102020098989802020498989898969602979803029619990801420202021059999990799999919999999999999999999999999999999990202
209214唯一合格女   08 999999901    19010521214021354500099601188  2 10000564010201011                                                                                                                                                                    0002980202069802029802980298029898010203980298019607990801430202029015019991399999999999999039999999999999999999999990201
209222最年輕的女  042 999999901    190103183743185600000107601159 1 30000044010402041                                                                                                                                                                    0002019803060501040201980498029696119803980398010319990801700602026019999996699999999999999999999999999999999999599990201
209227最年輕的女   07 999999901    190103183753185253000100117    2 30000068010301031                                                                                                                                                                    0002010303060401030202010404020203200103030204930207990802630702022069999996499999999999999999999999999999905999999990201
209252唯一合格女   06 999999901    190103183843185407000100114    2 10000204010302011                                                                                                                                                                    0001010102060501030103010303020203040203030104010396990802740402029016029996799999999999999999999999999999999999923990201
209257最年輕的男   03 999999901    190105161643162906000100107    2 10000560010302032                                                                                                                                                                    1202010303050703040302010303020301040104030304930307990801850402027019999990203999999999999999999999999999999999999990101
209260唯一合格女    2 999999901    190103212817213834000100140    1 30000072010201011                                                                                                                                                                    1102010303050502030302020102020101010204040204989201019901640502021059999996399999999999999999999999999991199999999990201
209273唯一合格女   06 999999901    190107184703190151000107252008   10000048010302011                                                                                                                                                                    1302950203060402020303010303020404980403040303020307990801450498989016029996799999999999999999999999999999999999934990201
209297唯一合格女   06 999999901    190105193711194706000100107    2 10000560010201011                                                                                                                                                                    1202020403020003040102020202020304010403020401020102019901700402026019999996799999999999999999999999999999999999932990201
209301最年輕的女   05 999999901    190105193658200017000100138    1 30000044010503051                                                                                                                                                                    0001019602049802039696980396020303040303020302019601029902590302021059999990999999999999599999999999999999999999999990204
209304唯一合格男  042 999999901    190103213349215029000100142    2 10000048010201012                                                                                                                                                                    0302970102981003040302020202020303010203030202020307990801440402021069999996699999999999999999999999999999999990999990104
209309唯一合格男   03 999999901    190103212018213248000100079    1 10000192010201012                                                                                                                                                                    1202020403069897020104020403010404980404040402029806990802370501016029999996899999999999999999999999999999999999999040101
209331唯一合格女   03 999999901    190103184151185357000107207412 2 10000028010100011                                                                                                                                                                    0002010303030502020203010303020202960203030304010307990802630601013019999996899999999999999999999999999999999999999090201
209365唯一合格男    2 999999901    190103184336185450000100096    2 10000368010101011                                                                                                                                                                    0102010203030502030302020303020203030303030203020306990801670403043029999991799999999999999999999990399999999999999990101
209401唯一合格男   04 999999901    19010318450418542000087503234  2 10003555010101011                                                                                                                                                                    1102020301050503030202020303019603010402030403029696990401440402026019999990799999910999999999999999999999999999999990101
209427唯一合格女    2 999999901    190103184555190237000106252019 2 10000120010201011                                                                                                                                                                    1302979803979702989898010498029898989898989896980398990802360203039016029990999999999990399999999999999999999999999990201
209431唯一合格女  049 999999901    190103210958212017000100047    2 10000350010201011                                                                                                                                                                    0002020402040302040102020303010303020303020403930307990801740602022049999996699999999999999999999999999999999990499990201
209490唯一合格男   08 999999901    190105193437194657000100066    2 10000930010301011                                                                                                                                                                    0002989603029803030203010101020303010296040298980106990401620402026029999991399999999999999199999999999999999999999990101
209497唯一合格男   04 999999901    190103205747210912000103209052 1 30000076010301012                                                                                                                                                                    1201010202030301010304010202980101980104040104010297990802660602021059999990799999907999999999999999999999999999999990101
209514唯一合格男   03 999999901    190103211545213401000106252011 1 20000076010201011                                                                                                                                                                    0302020401040404040101020101010202020404040402020102019902400401019069996020599990899999999999999999999999999999999990101
209515唯一合格男   06 999999901    190106205259210856000107601159 1 30000044010301011                                                                                                                                                                    1102010203060502010104010304029802180204020304010307990802490602021049999996799999999999999999999999999999999999995990101
209518最年輕的男  042 999999901    190107182010183323000200238    2 10001257010402041                                                                                                                                                                    0302010402950398030303010202020302110203030304019607990801680603035019999996699999999999999999999999999999999991099990101
209534唯一合格男    8 999999901    19010615305815391100087503234  2 10003555010301011                                                                                                                                                                    1102960403050003970204980202020301010204040402010301019902560502981049999996599999999999999999999999999999999069999990101
209542最年輕的男    2 999999901    190105193343194256000106207310 2 10000222010503051                                                                                                                                                                    0002010203050802020303010101020304050303030203010307990801870302023029999996599999999999999999999999999999999289999990101
209559唯一合格男   03 999999901    190103185136190107000106207310 2 10000222010301011                                                                                                                                                                    0102020403050802040304010304020204020404040102010301029903610601026029999991899999999999999999999999901999999999999990101
209577唯一合格女  042 999999901    190105193324194542000104209049 2 30000004010100011                                                                                                                                                                    1102970303050502030203020303020303010303020203980201029902520498981049999996699999999999999999999999999999999992699990201
209580唯一合格女   03 999999901    190105193329195045000100140    1 30000072010100011                                                                                                                                                                    0102010202050702980202010302020202010203030103980307992302400602029069996011899999999999999999999999902999999999999990201
209598最年輕的男   07 999999901    190105193309194409000100142    2 10000048010602061                                                                                                                                                                    0001010103050501040103010303020102020103040204010201029902690602026029999996499999999999999999999999999999901999999990101
209609唯一合格男   03 999999901    190103185707190732000100140    1 30000072010201011                                                                                                                                                                    0002980203050402020101010304020304050403030203980397990802650502023029999992099999999999999999999999999029999999999990101
209615唯一合格女    2 999999901    190106205111210123000100109    2 30000180010201012                                                                                                                                                                    0002010403050502040202010403980304980403010203980307990801850602076029999996599999999999999999999999999999999139999990201
209625最年長的男    2 999999901    19010721501222005600087503234  2 10003555010403012                                                                                                                                                                    1202960403040103040101960298019696019801010402020107990801420602021049999996399999999999999999999999999991199999999990101
209629最年輕的男   07 999999901    190103185421190622000107261010 2 10000044010502051                                                                                                                                                                    0002020403030302030304010202020103020301010103930307992402750702022139999996499999999999999999999999999999911999999990101
209631最年輕的男  049 999999901    190103185433190656000100114    2 10000204010302031                                                                                                                                                                    0002020403040402030102020303020203060303020404019307990301840602027019999990899999999019999999999999999999999999999990101
209636唯一合格女  042 999999901    190106212526213948000107258022 2 30000030010201012                                                                                                                                                                    0002020403020503040101020297010303020301010302020102019901530402026029999996699999999999999999999999999999999991199990201
209650最年輕的男   06 999999901    190103185509190427000100096    2 10000368010703071                                                                                                                                                                    0202020402040302040101020203020404060403030404029221019901610602021069999996799999999999999999999999999999999999912990101
